id,lng,lat
295,-117.71241,33.566011
296,-117.62873,33.5645891
297,-74.6485,40.8740362
298,-120.88067,37.5186486
299,-117.2004,34.0702324
300,-117.18651,34.0385981
301,-117.63024,33.5559215
302,-91.6129,41.6957275
303,-73.56713,40.7767372
304,-82.88017,39.9191989
305,-95.48473,30.3523168
306,-95.26305,29.5555549
307,-84.04941,39.7715845
308,-73.22805,41.1767135
309,-88.02591,41.8360966
310,-123.04249,44.0756524
311,-118.71749,34.2890069
312,-81.49214,40.9899202
313,-84.73408,33.7234034
314,-74.0519599,40.7904146
315,-87.85153,41.6145663
316,-115.06297,36.0299141
317,-78.14876,39.1388121
318,-75.17885,39.7866277
319,-84.44464,33.4793927
320,-90.04565,32.2796044
321,-86.82104,35.9374277
322,-88.28955,42.0988356
323,-97.10199,32.9398412
324,-93.04562,45.0315281
325,-96.64085,33.1686353
326,-93.01824,45.0317509
327,-83.3421,42.4506763
328,-73.87744,41.3062541
329,-93.55428,37.070064
330,-74.93342,39.8949218
331,-83.34342,42.4511272
332,-87.96243,41.8933646
333,-83.77246,42.9864961
334,-112.02473,40.7051029
335,-82.209,41.4271296
336,-88.3674,43.0521116
337,-104.7202499,38.8758734
338,-78.82365,43.0386298
339,-85.59238,42.915928
340,-74.6320099,40.5145636
341,-105.0812399,39.6598922
342,-77.6355899,43.0889438
343,-84.51028,39.3909212
344,-117.09613,33.4687726
345,-81.41588,28.3116717
346,-82.93309,42.5329878
347,-82.91911,42.5328528
348,-81.85139,41.4602163
349,-95.2598,38.9251224
350,-74.85023,40.5042021
351,-74.21116,39.964414
352,-101.88476,33.5051787
353,-79.8436,36.1211453
354,-76.8062099,39.0972851
355,-74.39974,40.4538518
356,-87.7124,42.0116454
357,-96.13337,41.2267509
358,-96.61467,32.9476823
359,-84.68228,34.0358664
360,-83.02757,40.0272277
361,-117.29872,33.177923
362,-78.78184,42.7917887
363,-86.13929,39.7164663
364,-72.94384,40.9447942
365,-88.34079,41.9870299
366,-84.35711,39.4393229
367,-83.38517,42.3390014
368,-80.22113,40.1870683
369,-97.24484,37.7479426
370,-89.73266,35.0513871
371,-82.01402,41.4616557
372,-76.9859,39.8250684
373,-73.64037,40.6226567
374,-73.5039,40.7257526
375,-91.6358,42.027918
376,-84.1666,34.0723808
377,-79.79974,40.432673
378,-81.11468,35.2579285
379,-119.85929,36.8080017
380,-121.99844,37.3522046
381,-71.5230799,41.8703076
382,-106.65342,35.2077294
383,-87.94866,42.9767969
384,-122.73798,38.4803823
385,-85.7574099,42.8821203
386,-81.9440599,40.8456735
387,-76.55884,37.1557623
388,-93.69799,41.6295464
389,-96.77081,43.5105131
390,-76.24788,43.1844213
391,-88.2657,41.9214705
392,-97.00667,32.6790161
393,-85.80017,38.34028
394,-84.41971,38.9999917
395,-82.50962,28.1279502
396,-118.14741,34.6066235
397,-74.03624,40.7262784
398,-90.5928799,38.7453383
399,-80.04962,40.3445406
400,-96.6062199,40.8164046
401,-75.54952,39.818189
402,-88.14243,41.8593353
403,-75.331,39.9177399
404,-83.10902,39.9533918
405,-73.31254,40.7617933
406,-117.71563,33.996939
407,-81.86194,41.163384
408,-88.0698,42.0499951
409,-77.73869,43.2159778
410,-96.91571,33.0216698
411,-83.3264,42.6465526
412,-76.72168,38.9476492
413,-85.55574,38.2980892
414,-81.20465,28.5513336
415,-87.80735,41.9567511
416,-104.7421899,40.3957228
417,-96.93787,32.5970336
418,-81.40756,41.1568073
419,-115.19814,36.0370136
420,-74.27175,41.3623186
421,-74.14946,41.3074788
422,-73.67622,40.9927959
423,-76.81667,39.2525028
424,-88.2093,41.7608255
425,-83.47884,42.491501
426,-121.91835,37.5278051
427,-121.96783,37.503158
428,-82.99229,42.6203497
429,-75.65241,39.7269946
430,-83.47846,42.3222842
431,-83.47935,42.3222378
432,-93.4230199,44.8517416
433,-121.88475,37.6989022
434,-76.13378,36.8438797
435,-74.64223,40.1940351
436,-84.2789899,39.1032259
437,-111.9839,33.3051442
438,-117.55692,33.8996856
439,-121.50954,38.6628326
440,-77.63294,37.4197875
441,-81.36309,41.3321847
442,-74.22384,40.1344696
443,-80.00615,40.5269963
444,-97.81078,30.2338234
445,-78.69683,42.8725774
446,-86.0839,39.6660368
447,-83.63528,41.6952591
448,-82.8638299,40.0563362
449,-83.3074,42.7094639
450,-119.22431,34.2634599
451,-74.43001,40.5491213
452,-76.32624,39.4975921
453,-76.62254,39.4297596
454,-73.44519,41.097703
455,-83.1068,42.5375417
456,-73.05121,40.9217362
457,-84.28312,33.5437204
458,-71.06593,42.1549799
459,-121.34543,38.7035167
460,-119.74564,39.5778177
461,-82.83596,42.6709602
462,-88.76129,43.0833051
463,-81.89789,26.6818611
464,-86.13628,39.6910172
465,-86.15865,39.6199501
466,-99.50881,27.5496894
467,-84.74169,33.8869989
468,-78.98047,35.9333278
469,-119.09249,35.30843
470,-88.00813,42.9484012
471,-73.44216,40.6780051
472,-83.88792,36.0351777
473,-112.17584,33.6390806
474,-97.13473,32.6592356
475,-88.30306,42.2263664
476,-81.21655,33.9990703
477,-81.4323299,40.8602231
478,-86.11969,39.6283079
479,-87.8464,42.7190479
480,-76.5164099,37.1256457
481,-121.75393,37.9617076
482,-97.40723,32.6821611
483,-84.95356,32.5423507
484,-95.15978,29.6499566
485,-95.57111,29.5723137
486,-97.38303,27.6853787
487,-86.25873,39.7950699
488,-106.57726,31.8668612
489,-86.206,43.1472077
490,-121.94777,38.3763362
491,-87.91618,43.1196108
492,-77.14112,38.7686397
493,-76.5440799,39.0759553
494,-77.31872,38.7985858
495,-92.83792,45.0327726
496,-85.97251,39.8626853
497,-111.09482,32.3571082
498,-75.04823,39.7622394
499,-74.03926,41.1290512
500,-87.84014,42.0504615
501,-86.62942,33.6438183
502,-86.62474,33.6420273
503,-111.70311,33.4517323
504,-88.11281,41.9510841
505,-73.62857,41.4159268
506,-87.55934,41.5995125
507,-97.41715,32.8151216
508,-83.0919399,40.0912128
509,-97.18619,32.8603785
510,-84.64105,39.0127695
511,-89.98512,38.5893161
512,-73.7862899,40.740456
513,-87.95519,42.383376
514,-88.99499,42.266918
515,-95.76438,39.0364698
516,-84.3785,34.0560544
517,-81.45421,41.5391471
518,-88.34808,41.7246267
519,-83.99309,33.9724298
520,-111.8119,40.3831002
521,-84.11044,39.6447302
522,-77.01308,40.2467052
523,-71.48349,41.7202006
524,-87.96418,42.3850998
525,-80.16142,40.4480001
526,-84.66126,39.1948965
527,-104.80298,39.5969607
528,-118.62354,34.1915351
529,-115.2876,36.280818
530,-88.11176,42.206467
531,-121.55035,37.0011569
532,-106.5702,35.175534
533,-84.33568,39.4932589
534,-81.73493,41.3784028
535,-97.42138,37.673047
536,-119.75512,39.4193247
537,-71.76387,42.1850395
538,-81.39137,41.3570907
539,-92.96326,44.9280372
540,-95.68322,29.8820989
541,-96.80409,33.1373524
542,-81.3864,41.3538769
543,-117.12466,33.1346159
544,-87.88719,42.5697931
545,-93.10629,45.1829721
546,-88.33559,42.1628419
547,-111.9791,40.6168053
548,-122.90119,45.5375742
549,-77.35465,37.6122243
550,-97.39531,35.4353889
551,-89.50697,43.0542687
552,-85.68763,43.0212172
553,-92.19232,34.8255832
554,-87.74186,41.7555563
555,-73.71542,41.2228017
556,-117.99244,33.7303433
557,-110.97588,32.348272
558,-78.79876,35.9178187
559,-74.92811,39.8254771
560,-74.9580299,39.8441128
561,-98.21827,26.2716586
562,-93.30837,44.8597372
563,-84.36134,39.3525102
564,-92.95937,44.834733
565,-71.06683,41.8780843
566,-74.09867,40.3900883
567,-87.99159,42.1392146
568,-92.41436,35.0911539
569,-93.44975,45.1013937
570,-98.32889,29.5644905
571,-70.98838,41.6480847
572,-81.51484,41.3131612
573,-105.0633299,40.5233486
574,-86.02206,39.9270921
575,-86.1442299,39.872394
576,-117.99101,33.8468919
577,-96.45966,32.8996478
578,-84.13742,39.8734676
579,-83.03245,42.7135744
580,-76.25904,43.1751919
581,-73.41215,40.8004015
582,-85.12944,41.1182803
583,-73.41024,41.4343666
584,-76.96604,39.5631053
585,-93.38522,44.9359742
586,-105.10966,39.563805
587,-86.10736,39.9100929
588,-75.23753,40.0623469
589,-94.59388,39.2483462
590,-94.458,39.2461537
591,-104.9054699,39.5581788
592,-115.28352,36.1588107
593,-111.89451,33.6183567
594,-118.86616,34.280626
595,-121.85938,37.2502573
596,-96.02228,41.1767054
597,-74.00087,40.5950008
598,-97.6506,35.5615331
599,-87.91274,42.8815692
600,-87.96065,43.1826058
601,-96.02377,41.251564
602,-71.49466,42.1485715
603,-71.49341,42.1483368
604,-86.0081,39.9935163
605,-94.51866,38.8139991
606,-75.10597,40.2100988
607,-105.16213,39.9603151
608,-84.30438,39.2909199
609,-112.25791,33.5518519
610,-77.44681,43.2132687
611,-80.7419199,35.3142815
612,-87.85696,41.7836326
613,-119.10563,35.3837491
614,-116.99237,32.8387569
615,-81.42081,28.665687
616,-72.58377,41.9980896
617,-90.45048,38.6742133
618,-80.88149,35.108361
619,-81.29649,41.6824379
620,-95.94948,36.0261932
621,-80.7144299,35.1362157
622,-121.41791,38.4070684
623,-80.30739,40.6811654
624,-78.60127,35.9071896
625,-87.7799,41.7157116
626,-90.38388,38.5572572
627,-80.86258,35.4420978
628,-77.2008,39.1168591
629,-75.53055,40.1924871
630,-79.95147,40.3386217
631,-97.14879,32.9501773
632,-86.7345,34.755369
633,-88.08447,43.1156351
634,-88.21045,43.1294848
635,-88.13306,43.1898337
636,-71.32518,41.7927241
637,-88.10659,42.9195695
638,-88.1351,42.9066995
639,-96.79564,33.0564695
